school_name,year,StudentID,First Name,Last Name,Year Level,Class,Subject,Answers,Correct Answers,Question Number,Subject Contents,Assessment Areas,sydney_correct_count_percentage,sydney_average_score,sydney_participants,student_score,student_total_assessed,student_area_assessed_score,total_area_assessed_score,participant,correct_answer_percentage_per_class,average_score,school_percentile,sydney_percentile,strength_status,high_distinct_count,distinct_count,credit_count,participant_count,award
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Art,D,B,49,Subject Content 1 for Art,Assessment Area 1 for Art,71.78,32.32,68,51,10,3.1,95.38,26,13.55,65.3,59,32,W,99,60,32,64,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Art,D,B,35,Subject Content 2 for Art,Assessment Area 2 for Art,10.15,57.85,93,22.13,22,80.47,10.42,17,55.54,12.91,6,27,W,40,76,99,41,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Art,A,A,28,Subject Content 3 for Art,Assessment Area 3 for Art,30.48,74.89,27,6.22,30,20.62,99.66,17,60.77,34.31,6,52,W,73,91,81,38,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Art,D,B,43,Subject Content 4 for Art,Assessment Area 4 for Art,55.06,34.54,75,75.83,99,14.92,2.77,73,13.68,94.63,66,34,W,97,58,25,51,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Art,C,A,38,Subject Content 5 for Art,Assessment Area 5 for Art,48.22,65.3,50,15.32,34,15.65,6.89,39,67.53,70.66,94,10,W,92,91,98,41,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Art,A,C,29,Subject Content 6 for Art,Assessment Area 6 for Art,76.71,14.78,79,81.37,33,83.95,99.23,75,59.41,29.57,15,84,W,76,7,61,2,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Art,A,D,47,Subject Content 7 for Art,Assessment Area 7 for Art,14.27,12.81,43,36.07,99,61.07,30.4,81,12.25,38.34,46,22,W,82,68,13,70,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Art,C,A,45,Subject Content 8 for Art,Assessment Area 8 for Art,95.93,21.59,67,73.27,92,63.79,93.98,33,25.27,55.3,12,83,W,30,23,68,64,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Art,B,D,30,Subject Content 9 for Art,Assessment Area 9 for Art,83.04,28.63,87,16.2,25,73.95,6.6,15,42.41,50.04,69,67,W,56,23,52,84,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Art,A,?,34,Subject Content 10 for Art,Assessment Area 10 for Art,13.55,99.29,82,85.84,32,69.1,79.4,78,78.39,24.5,71,68,W,90,78,20,40,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Art,B,B,48,Subject Content 1 for Art,Assessment Area 1 for Art,35.58,85.01,39,86.73,36,99.69,34.11,59,89.5,8.83,20,59,W,82,65,46,60,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Art,C,C,39,Subject Content 2 for Art,Assessment Area 2 for Art,2,66.95,79,24.08,69,7.56,18.62,84,67.88,91.83,57,56,W,27,37,82,43,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Art,C,?,44,Subject Content 3 for Art,Assessment Area 3 for Art,15.72,29.73,54,99.44,50,6.86,72.2,20,9.6,61.9,48,66,W,25,44,64,84,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Art,B,D,33,Subject Content 4 for Art,Assessment Area 4 for Art,63.19,43.92,38,70.74,34,5.42,44.23,26,91.47,82.85,78,89,W,5,13,6,1,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Art,A,A,46,Subject Content 5 for Art,Assessment Area 5 for Art,79.04,17.14,72,25.93,89,51.05,93.42,76,85.95,79.78,57,60,W,82,72,84,34,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,D,D,37,Subject Content 1 for Music,Assessment Area 1 for Music,92.45,15.68,12,74.78,28,84.35,65.88,44,16.45,64.23,12,45,W,79,63,79,4,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,B,B,28,Subject Content 2 for Music,Assessment Area 2 for Music,80.47,83.71,91,88.12,38,94.52,38.15,97,11.86,60.28,81,1,W,46,57,59,31,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,D,B,41,Subject Content 3 for Music,Assessment Area 3 for Music,97.25,56.66,99,80.96,15,47.27,75.22,57,6.3,37.53,54,39,W,85,90,19,89,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,B,D,38,Subject Content 4 for Music,Assessment Area 4 for Music,87.81,99.02,45,26.18,63,65.07,22.11,65,92.95,34.75,96,82,W,89,52,51,22,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,C,B,35,Subject Content 5 for Music,Assessment Area 5 for Music,49.37,12.8,75,41.63,65,66.43,31.9,74,16.85,2.75,37,49,W,99,16,11,58,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,C,B,27,Subject Content 6 for Music,Assessment Area 6 for Music,95.7,69.87,38,12.66,65,24.44,34.52,43,17.99,10.44,21,32,W,24,59,66,73,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,C,A,50,Subject Content 7 for Music,Assessment Area 7 for Music,9.41,72.74,15,43.58,41,57.94,78.04,38,70.19,20.1,92,27,W,25,2,46,65,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,D,?,45,Subject Content 8 for Music,Assessment Area 8 for Music,94.65,82.36,22,7.1,11,96.07,24.78,71,54.32,10.94,15,85,W,76,3,36,14,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,B,D,33,Subject Content 9 for Music,Assessment Area 9 for Music,34.96,10.1,96,87.18,60,79.44,95.31,90,97.24,42.33,16,4,W,39,15,35,33,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,C,B,47,Subject Content 10 for Music,Assessment Area 10 for Music,66.92,95.3,91,25.09,62,59.45,87.2,59,19.64,75.48,77,20,W,83,49,7,75,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,B,?,40,Subject Content 1 for Music,Assessment Area 1 for Music,98.41,78.67,62,62.29,96,99.82,96.79,32,56.88,86.58,54,61,W,99,40,60,69,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,A,A,49,Subject Content 2 for Music,Assessment Area 2 for Music,55.76,40.95,66,28,96,95.69,4.22,77,19.07,24.12,98,47,W,58,58,60,3,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,C,?,30,Subject Content 3 for Music,Assessment Area 3 for Music,61.73,68.72,71,80.71,27,34.55,59.75,29,49.46,77.28,62,20,W,21,38,16,77,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,C,C,39,Subject Content 4 for Music,Assessment Area 4 for Music,47.52,86.22,45,4.08,97,43.23,99.46,30,40.61,90.26,97,45,W,20,70,12,38,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,D,D,42,Subject Content 5 for Music,Assessment Area 5 for Music,52.02,2.27,76,45.27,48,17.63,16.49,15,85.31,58.11,44,74,W,44,22,8,19,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,C,A,36,Subject Content 6 for Music,Assessment Area 6 for Music,73.4,29.1,33,93.22,60,87.45,0.67,27,68.2,29.29,70,56,W,77,31,84,93,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,C,D,32,Subject Content 7 for Music,Assessment Area 7 for Music,6.14,35.72,90,23.18,61,39,85.99,67,17.7,94.61,63,15,W,83,69,56,72,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,D,B,31,Subject Content 8 for Music,Assessment Area 8 for Music,53.44,34.37,72,37.48,99,70.33,79.77,21,7.07,90.05,79,43,W,26,88,7,2,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,B,A,44,Subject Content 9 for Music,Assessment Area 9 for Music,67.8,71.02,43,73.16,70,37.51,66.3,46,24.97,47.2,62,35,W,31,94,26,34,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,C,C,29,Subject Content 10 for Music,Assessment Area 10 for Music,32.61,67.33,22,36.16,29,22.75,86.38,56,85.54,84.26,39,54,W,67,41,52,64,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,B,D,48,Subject Content 1 for Music,Assessment Area 1 for Music,99.46,48.22,100,21.19,99,8.7,83.01,85,71.17,13.45,19,66,W,59,93,94,32,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,D,D,34,Subject Content 2 for Music,Assessment Area 2 for Music,50.91,2.25,71,7.03,95,95.87,65.04,47,56.56,58.88,66,22,W,51,19,8,64,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,D,D,46,Subject Content 3 for Music,Assessment Area 3 for Music,49.18,17.91,69,13.87,77,77.34,1.06,89,88.25,59.13,20,20,W,65,100,12,95,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,A,D,43,Subject Content 4 for Music,Assessment Area 4 for Music,86.22,37.81,88,71.03,82,74.77,71.63,20,80.35,38.77,95,76,W,46,16,18,43,Distinction
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,Music,D,B,26,Subject Content 5 for Music,Assessment Area 5 for Music,44.53,90.63,19,79.57,80,54.49,49.85,16,19.56,21.6,37,29,W,31,25,91,22,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,D,D,47,Subject Content 1 for Art,Assessment Area 1 for Art,51.39,93.25,77,37.84,92,11.14,2.2,51,61.61,0.02,27,88,W,17,61,48,16,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,A,A,40,Subject Content 2 for Art,Assessment Area 2 for Art,81.66,8.51,52,66.47,79,91.5,67.64,18,98.88,74.97,61,44,W,81,2,91,76,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,D,C,42,Subject Content 3 for Art,Assessment Area 3 for Art,38.39,5.43,56,47.52,15,71.53,91.7,79,34.55,50.3,94,75,W,72,95,72,59,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,C,A,49,Subject Content 4 for Art,Assessment Area 4 for Art,83.98,56.01,53,28.86,100,34.69,60.89,14,10.66,15.9,67,46,W,87,75,20,39,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,A,D,36,Subject Content 5 for Art,Assessment Area 5 for Art,27.79,58.61,78,1.67,67,29.95,29.65,70,31.42,10.86,1,80,W,92,80,1,37,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,A,B,46,Subject Content 6 for Art,Assessment Area 6 for Art,68.27,21.38,10,72.62,87,2.12,87.27,21,81.74,33.32,22,57,W,82,32,66,62,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,A,C,39,Subject Content 7 for Art,Assessment Area 7 for Art,11.41,93.66,16,9.91,42,2.03,29.39,83,82.17,57.9,72,4,W,33,36,90,74,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,C,B,28,Subject Content 8 for Art,Assessment Area 8 for Art,56.62,5.26,36,52.76,46,12.64,59.9,74,90.57,73.52,83,84,W,87,96,65,21,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,A,A,37,Subject Content 9 for Art,Assessment Area 9 for Art,69.76,75.62,34,1.83,55,5.24,17.1,36,69.32,48.12,7,68,W,13,18,65,18,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,B,C,43,Subject Content 10 for Art,Assessment Area 10 for Art,94.57,19.45,45,96.9,53,39.28,67.38,67,24.76,77.79,67,88,W,14,18,57,41,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,B,?,48,Subject Content 1 for Art,Assessment Area 1 for Art,85.51,2.78,41,89.46,70,59.19,2.44,86,94.66,17.49,1,12,W,24,7,29,10,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,A,?,30,Subject Content 2 for Art,Assessment Area 2 for Art,24.59,74.96,89,24.99,49,14.39,25.92,94,60.27,19.87,53,53,W,75,20,22,82,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,C,?,35,Subject Content 3 for Art,Assessment Area 3 for Art,4.62,1.67,21,46.94,37,19.73,85.2,100,0.58,10.85,45,50,W,25,67,53,35,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,A,C,33,Subject Content 4 for Art,Assessment Area 4 for Art,46.54,4.76,17,55.93,58,64.91,77.16,20,59.61,35.65,26,16,W,100,77,25,1,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,D,?,32,Subject Content 5 for Art,Assessment Area 5 for Art,80.91,14.04,53,55.27,44,94,58.33,94,54.73,51.42,38,36,W,20,51,44,56,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,A,A,31,Subject Content 6 for Art,Assessment Area 6 for Art,10.33,89.35,40,91.42,18,20.38,71.97,93,61.52,10.2,16,48,W,71,30,84,94,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,D,B,29,Subject Content 7 for Art,Assessment Area 7 for Art,31.44,39.27,95,92.5,72,53.2,12.66,64,60.46,28.67,65,74,W,32,13,94,7,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,A,D,45,Subject Content 8 for Art,Assessment Area 8 for Art,26.26,23.17,36,64.14,26,72.73,25.74,59,52.2,28.9,52,50,W,77,79,25,31,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,B,?,27,Subject Content 9 for Art,Assessment Area 9 for Art,40.81,50.43,42,60.85,49,90.2,71.69,75,22.73,54.65,1,68,W,71,25,26,42,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,D,A,44,Subject Content 10 for Art,Assessment Area 10 for Art,69.68,28.39,16,72.76,78,61.74,28.82,46,95.36,20.04,48,40,W,82,31,29,14,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,A,?,38,Subject Content 1 for Art,Assessment Area 1 for Art,73.92,10.61,53,94.11,87,87.88,7.66,54,25.46,59.32,84,100,W,81,55,92,28,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,C,B,50,Subject Content 2 for Art,Assessment Area 2 for Art,57.32,90.61,48,75.6,45,26.56,97.08,21,85.48,29.13,30,34,W,79,47,15,68,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,D,B,26,Subject Content 3 for Art,Assessment Area 3 for Art,35.08,35.38,32,59.78,21,28.22,52.4,27,17.74,30.31,56,54,W,31,13,71,9,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,B,A,41,Subject Content 4 for Art,Assessment Area 4 for Art,15.34,58.6,77,72.09,34,60.22,63.31,22,53.63,10.18,2,42,W,41,22,16,37,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Art,B,B,34,Subject Content 5 for Art,Assessment Area 5 for Art,86.14,79.9,29,37.53,93,59.21,81.57,77,15.56,97.14,29,86,W,18,87,54,74,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,B,D,37,Subject Content 1 for Music,Assessment Area 1 for Music,94.63,67.72,18,32.47,71,32.92,89.09,28,48.3,92.9,44,14,W,80,47,82,32,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,B,B,43,Subject Content 2 for Music,Assessment Area 2 for Music,83.76,77.64,98,47.56,83,50.65,34.95,24,38.9,93.52,64,14,W,42,54,21,63,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,B,D,34,Subject Content 3 for Music,Assessment Area 3 for Music,29.06,77.72,56,26.42,51,99.76,29.44,47,82.06,21.85,89,59,W,51,83,91,88,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,A,?,39,Subject Content 4 for Music,Assessment Area 4 for Music,65.18,47.79,31,76.52,31,33.78,28.37,31,44.94,67.68,97,52,W,54,10,39,66,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,C,B,44,Subject Content 5 for Music,Assessment Area 5 for Music,56.27,36.77,72,80.77,85,56.91,23.59,53,36.08,45.93,81,88,W,23,6,20,1,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,A,B,48,Subject Content 6 for Music,Assessment Area 6 for Music,25.11,24.33,77,46.82,85,31.41,98.15,100,91.58,23.39,3,2,W,90,33,60,54,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,A,D,30,Subject Content 7 for Music,Assessment Area 7 for Music,6.44,87.1,47,83.04,28,50.04,27.39,69,33.89,67.32,49,81,W,57,68,100,13,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,D,A,50,Subject Content 8 for Music,Assessment Area 8 for Music,69.28,65.07,81,75.4,33,47.76,20.14,63,6.12,16.64,36,3,W,50,68,17,23,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,A,D,36,Subject Content 9 for Music,Assessment Area 9 for Music,70.57,37.52,59,90.44,20,59.86,6.63,28,0.76,25.13,54,54,W,91,59,66,41,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,C,C,32,Subject Content 10 for Music,Assessment Area 10 for Music,81.41,32.86,50,85.14,42,6.87,37.7,74,90.06,1.06,63,11,W,64,32,24,32,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,A,?,29,Subject Content 1 for Music,Assessment Area 1 for Music,11.82,93.91,23,81.03,46,26.82,70.7,11,26.88,85.54,91,99,W,38,34,58,68,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,A,D,41,Subject Content 2 for Music,Assessment Area 2 for Music,55.71,77.67,51,51.78,50,81.85,19.09,15,44.35,60.42,87,14,W,58,43,91,80,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,D,?,26,Subject Content 3 for Music,Assessment Area 3 for Music,64.23,11.95,52,21.41,41,79.11,52.32,39,56.95,75.63,17,21,W,25,53,98,9,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,A,?,46,Subject Content 4 for Music,Assessment Area 4 for Music,58.8,31.29,57,81.59,54,28.93,48.13,98,87.86,17.3,26,34,W,25,16,49,35,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,B,D,45,Subject Content 5 for Music,Assessment Area 5 for Music,75.33,64.37,90,21.06,75,41.35,51.5,90,25.12,50.81,50,50,W,1,86,31,80,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,C,?,33,Subject Content 6 for Music,Assessment Area 6 for Music,67.22,24.56,18,43.48,23,64.3,21.19,24,86.74,54.76,78,65,W,13,95,54,99,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,A,A,35,Subject Content 7 for Music,Assessment Area 7 for Music,99.46,14.94,57,78.08,48,1.09,79.55,26,87.18,9.33,76,53,W,67,74,50,89,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,D,?,47,Subject Content 8 for Music,Assessment Area 8 for Music,28.09,94.01,52,82.75,23,79.38,79.38,53,65.12,37.99,21,82,W,75,94,98,40,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,C,A,28,Subject Content 9 for Music,Assessment Area 9 for Music,42.68,55.91,40,97.17,18,37.26,18.92,95,78.59,50.3,2,47,W,90,62,95,18,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,D,A,27,Subject Content 10 for Music,Assessment Area 10 for Music,98.24,97.33,46,57.34,11,93.85,63.52,33,44.36,83.75,45,73,W,44,64,62,88,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,C,B,40,Subject Content 1 for Music,Assessment Area 1 for Music,33.53,49.24,85,45.01,47,93.12,47.48,45,83.04,19.89,2,61,W,84,57,29,29,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,B,A,31,Subject Content 2 for Music,Assessment Area 2 for Music,52.69,52.03,47,97.26,87,46.44,43.18,86,62.26,54.31,77,23,W,36,33,68,65,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,B,?,38,Subject Content 3 for Music,Assessment Area 3 for Music,1.85,51.52,36,50.06,70,99.74,74.22,50,42.19,0.01,97,6,W,12,39,59,79,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,C,C,42,Subject Content 4 for Music,Assessment Area 4 for Music,80.47,61.01,32,59.01,64,97.55,6.79,69,36.21,73.14,48,25,W,65,63,39,63,Distinction
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,1,Class 1,Music,D,B,49,Subject Content 5 for Music,Assessment Area 5 for Music,95.45,49.26,50,0.45,76,76.36,3.13,35,35.13,31.98,51,70,W,35,43,14,32,Distinction
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,7,Class 7,Art,B,C,38,Subject Content 1 for Art,Assessment Area 1 for Art,45.26,83.25,25,89.69,93,10.76,29.79,70,15.92,46.05,95,56,W,28,99,40,31,Distinction
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,7,Class 7,Art,B,A,42,Subject Content 2 for Art,Assessment Area 2 for Art,47.77,87.64,58,23.35,64,95.05,97.39,73,60.32,29.17,86,42,W,60,52,2,42,Distinction
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,7,Class 7,Art,D,?,30,Subject Content 3 for Art,Assessment Area 3 for Art,43.69,75.66,95,78.91,16,42.14,94.6,31,52.59,26.49,47,42,W,38,68,56,75,Distinction
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,7,Class 7,Art,A,C,32,Subject Content 4 for Art,Assessment Area 4 for Art,71.57,39.64,79,24.91,46,54.33,88.21,100,72.21,82.94,46,26,W,79,6,24,42,Distinction
