school_name,year,StudentID,First Name,Last Name,Year Level,Class,Subject,Answers,Correct Answers,Question Number,Subject Contents,Assessment Areas,sydney_correct_count_percentage,sydney_average_score,sydney_participants,student_score,student_total_assessed,student_area_assessed_score,total_area_assessed_score,participant,correct_answer_percentage_per_class,average_score,school_percentile,sydney_percentile,strength_status,high_distinct_count,distinct_count,credit_count,participant_count,award
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,History,C,D,7,Subject Content 1 for History,Assessment Area 1 for History,97.65,64.57,93,88.54,92,11.97,4.99,68,38.59,45,90,41,W,62,9,9,30,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,History,C,C,21,Subject Content 2 for History,Assessment Area 2 for History,56.56,59.66,67,97.51,26,53.84,35.67,79,80.59,99.61,25,69,W,27,18,86,33,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,History,D,Z,20,Subject Content 3 for History,Assessment Area 3 for History,46.99,34.47,98,38.42,29,65,84.48,86,16.4,28.06,30,36,W,52,14,16,7,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,History,B,A,9,Subject Content 4 for History,Assessment Area 4 for History,78.73,63.63,63,21.02,95,48.78,85.04,43,3.25,17.09,98,13,W,81,42,55,92,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,History,C,A,22,Subject Content 5 for History,Assessment Area 5 for History,76.32,3.23,65,64.18,97,74.06,78.76,53,7.89,94.8,84,1,W,3,54,25,59,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,History,C,D,19,Subject Content 6 for History,Assessment Area 6 for History,86.33,61.12,16,12.84,62,66,82.44,45,68.42,87.47,84,95,W,88,18,57,8,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,History,C,A,6,Subject Content 7 for History,Assessment Area 7 for History,25.06,0.56,11,16.41,44,85.19,10.36,61,8.37,12.66,37,69,W,26,2,54,39,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,History,D,D,16,Subject Content 8 for History,Assessment Area 8 for History,49.55,95.56,61,74.86,43,36.25,84.38,65,44.28,99.95,39,50,W,51,36,27,9,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,History,A,D,12,Subject Content 9 for History,Assessment Area 9 for History,12.75,93.25,65,4.34,48,39.17,29.37,57,4.49,59.55,26,30,W,24,60,7,69,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,History,A,D,4,Subject Content 10 for History,Assessment Area 10 for History,31.65,14.32,49,4.68,87,97.41,74.88,23,9.8,47.3,53,60,W,3,92,3,29,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,History,A,D,14,Subject Content 1 for History,Assessment Area 1 for History,4.37,69.49,95,30.18,38,90.4,85.16,97,10.22,70.66,20,90,W,20,10,10,42,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,History,C,C,3,Subject Content 2 for History,Assessment Area 2 for History,26.19,65.9,90,25.3,63,69.67,3.33,21,22.26,94.01,19,67,W,23,74,57,93,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,History,A,A,1,Subject Content 3 for History,Assessment Area 3 for History,25.04,93.13,84,94.42,78,29.37,71,63,15.82,84.9,65,68,W,47,64,31,18,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,History,B,D,11,Subject Content 4 for History,Assessment Area 4 for History,51.54,2.75,38,59.92,67,65.58,31.14,91,68.31,41.06,34,10,W,26,41,39,45,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,History,D,D,13,Subject Content 5 for History,Assessment Area 5 for History,53.93,10.15,81,6.2,55,46.16,37.24,60,47.39,38.68,67,91,W,50,47,24,36,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,D,Z,16,Subject Content 1 for English,Assessment Area 1 for English,10.77,89.42,51,73.32,93,1.84,16.16,83,24.35,55.6,63,75,W,56,10,11,62,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,A,Z,20,Subject Content 2 for English,Assessment Area 2 for English,4.26,4.81,89,24.05,58,32.39,31.02,90,58.2,88,86,49,W,65,77,67,48,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,D,Z,2,Subject Content 3 for English,Assessment Area 3 for English,27.81,4.73,28,76.84,24,45.69,33.78,15,35.34,30.88,69,58,W,86,98,46,57,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,D,C,22,Subject Content 4 for English,Assessment Area 4 for English,57.48,20.46,70,92.55,32,87.35,49.06,40,94.08,67.42,40,59,W,26,22,54,38,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,B,A,24,Subject Content 5 for English,Assessment Area 5 for English,3.34,26.3,11,1.1,63,28.13,88.08,19,18.47,2.46,71,62,W,20,4,58,88,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,A,D,19,Subject Content 6 for English,Assessment Area 6 for English,92.03,30.82,67,33.41,36,10.87,27.74,83,43.73,49.42,28,76,W,63,71,15,86,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,D,D,3,Subject Content 7 for English,Assessment Area 7 for English,23.76,66.13,91,18.89,70,86.84,69.61,40,13.61,88.18,97,98,W,11,79,77,4,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,A,B,10,Subject Content 8 for English,Assessment Area 8 for English,91.48,22.16,78,28.51,38,88.5,73.69,73,57.51,86.03,30,49,W,95,72,73,59,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,A,Z,11,Subject Content 9 for English,Assessment Area 9 for English,18.91,83.48,71,58.78,88,85.17,56.26,47,39.24,90.98,20,83,W,4,20,58,25,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,A,Z,17,Subject Content 10 for English,Assessment Area 10 for English,34.64,45.91,41,29.36,10,74.33,60.47,19,74.02,20.03,50,79,W,95,50,83,11,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,A,A,1,Subject Content 1 for English,Assessment Area 1 for English,2.21,35.04,47,41.24,84,15.85,57.43,80,82.32,95.01,85,25,W,27,53,82,56,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,C,C,15,Subject Content 2 for English,Assessment Area 2 for English,26.3,2.62,57,59.68,85,53.28,84.57,82,49.82,8.76,14,34,W,68,87,64,74,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,D,C,25,Subject Content 3 for English,Assessment Area 3 for English,35.21,4.18,57,97.69,36,59.31,69.25,81,40.69,48.75,73,38,W,96,41,88,62,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,D,C,18,Subject Content 4 for English,Assessment Area 4 for English,91.36,46.85,89,94.3,93,52.01,27.89,12,57.43,16.36,57,75,W,31,60,17,65,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,D,Z,14,Subject Content 5 for English,Assessment Area 5 for English,74.54,24.25,79,80.63,64,78.48,90.14,41,8.28,7.6,6,53,W,13,3,99,75,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,A,Z,23,Subject Content 6 for English,Assessment Area 6 for English,35.14,92.25,39,44.89,84,17.69,61.92,85,47.42,55.06,74,36,W,11,50,91,32,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,B,A,4,Subject Content 7 for English,Assessment Area 7 for English,87.35,63.17,81,98.49,43,48.34,94.88,61,38.58,49.84,39,18,W,70,85,12,33,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,B,A,21,Subject Content 8 for English,Assessment Area 8 for English,10.37,41.09,96,50.14,41,53.65,57.14,22,2.43,38.64,76,50,W,38,34,39,15,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,B,B,5,Subject Content 9 for English,Assessment Area 9 for English,69.29,78.63,36,15.14,45,41,30.16,39,43.83,26.92,66,98,W,38,100,93,43,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,A,Z,9,Subject Content 10 for English,Assessment Area 10 for English,83.15,19.38,32,41.53,88,65.73,19.52,24,42.35,49.53,60,17,W,70,62,84,93,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,C,D,6,Subject Content 1 for English,Assessment Area 1 for English,78.83,73.62,47,41.25,10,5.34,76.28,70,89.86,30.7,34,47,W,24,43,51,58,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,C,D,8,Subject Content 2 for English,Assessment Area 2 for English,98.82,42.34,16,73.15,14,91.36,63.04,36,6.78,50.56,47,91,W,70,72,64,1,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,C,Z,7,Subject Content 3 for English,Assessment Area 3 for English,3.04,52.63,88,90.42,69,53.94,40.69,53,78.72,92.91,18,11,W,88,96,9,31,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,A,Z,12,Subject Content 4 for English,Assessment Area 4 for English,64.35,61.85,70,99.84,40,48.35,98.24,69,95.42,7.76,40,70,W,56,78,25,25,Credit
"Christ King Catholic School, Bass Hill",2022,1,First Name 1,Last Name 1,2,Class 2,English,B,A,13,Subject Content 5 for English,Assessment Area 5 for English,22.08,11.09,38,79.55,62,56.54,28.94,86,86.34,0.64,24,97,W,87,38,55,28,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,D,Z,24,Subject Content 1 for History,Assessment Area 1 for History,93.2,8.57,92,57.5,21,48.7,57.98,18,59,64.67,46,46,W,10,41,77,48,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,D,B,4,Subject Content 2 for History,Assessment Area 2 for History,40.96,55.59,52,57.52,94,5.75,35.7,68,87.4,82.8,77,6,W,18,66,67,17,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,B,D,21,Subject Content 3 for History,Assessment Area 3 for History,24.86,44.46,93,47.23,54,17.45,19.13,96,29.66,24.14,30,96,W,32,77,46,76,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,A,Z,3,Subject Content 4 for History,Assessment Area 4 for History,81.3,61.19,43,82.58,49,7.47,82.77,95,79.4,28.2,23,80,W,13,26,26,92,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,A,A,25,Subject Content 5 for History,Assessment Area 5 for History,42.86,69.57,51,46.92,41,56.65,29.48,100,2.2,30.22,35,43,W,24,46,21,80,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,C,Z,16,Subject Content 6 for History,Assessment Area 6 for History,27.71,91.51,53,27.05,90,13.78,54.17,87,54.94,70.09,65,51,W,21,10,2,1,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,C,Z,22,Subject Content 7 for History,Assessment Area 7 for History,24.72,5.16,67,77.07,52,35.66,62.02,28,95.05,30.87,8,1,W,14,83,100,60,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,C,D,15,Subject Content 8 for History,Assessment Area 8 for History,43.64,38.7,18,40.13,40,47.77,59.58,84,62.35,2.54,86,27,W,88,66,20,58,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,D,B,8,Subject Content 9 for History,Assessment Area 9 for History,84.58,88.23,38,41.65,18,36.28,71.16,100,90.81,26.59,87,23,W,61,28,98,19,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,A,D,1,Subject Content 10 for History,Assessment Area 10 for History,66.62,17.82,85,54.84,17,50.19,64.88,10,47.03,77.38,93,52,W,33,43,81,40,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,D,Z,9,Subject Content 1 for History,Assessment Area 1 for History,94.31,0.9,16,25.36,67,90.36,87.51,85,54.32,53.67,100,65,W,52,94,76,25,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,B,C,18,Subject Content 2 for History,Assessment Area 2 for History,65.38,15.01,41,96.68,21,5.51,70.4,32,44.56,23.28,25,94,W,91,52,47,58,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,B,A,14,Subject Content 3 for History,Assessment Area 3 for History,91.79,21.94,59,78.74,32,2.23,91.51,66,70.54,15.19,26,37,W,80,20,94,2,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,D,B,5,Subject Content 4 for History,Assessment Area 4 for History,19.34,12.1,23,31.13,55,62.39,21.51,58,47.85,43.24,31,98,W,41,96,35,70,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,A,B,7,Subject Content 5 for History,Assessment Area 5 for History,64.36,39.18,92,75.86,42,43.82,85.65,41,4.22,5.65,85,94,W,44,19,39,93,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,D,B,20,Subject Content 6 for History,Assessment Area 6 for History,56.98,33.67,45,77.4,39,50.54,27.02,62,87.1,97.8,31,82,W,68,64,56,87,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,C,Z,2,Subject Content 7 for History,Assessment Area 7 for History,86.08,20.27,95,49.86,82,72.57,63.72,94,77.92,81.57,66,6,W,58,84,7,93,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,B,Z,11,Subject Content 8 for History,Assessment Area 8 for History,88.41,91.83,77,7.17,12,54.37,89.82,79,37.31,80.01,47,6,W,43,94,94,44,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,D,C,12,Subject Content 9 for History,Assessment Area 9 for History,67.25,55.61,77,36.92,85,52.66,10.19,93,36.03,33.31,94,60,W,9,13,76,19,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,B,Z,13,Subject Content 10 for History,Assessment Area 10 for History,54.89,14.77,79,92.4,85,40.08,24.87,68,82.64,74.43,49,26,W,81,57,76,43,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,C,A,19,Subject Content 1 for History,Assessment Area 1 for History,23.91,89.65,49,2.87,30,85.17,61.75,79,10.63,12.19,6,56,W,84,20,70,37,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,B,C,6,Subject Content 2 for History,Assessment Area 2 for History,39.88,64.29,65,91.34,31,21.29,75.05,91,45.37,33.84,72,32,W,94,18,19,62,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,A,B,23,Subject Content 3 for History,Assessment Area 3 for History,36.55,48.51,97,20.15,99,50.3,88.55,76,9.5,47.29,40,77,W,67,95,7,7,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,B,A,17,Subject Content 4 for History,Assessment Area 4 for History,97.51,66.9,32,47.31,43,19.82,72.43,22,28.92,23.77,94,77,W,81,60,1,75,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,History,B,C,10,Subject Content 5 for History,Assessment Area 5 for History,76.81,72.62,79,96.94,52,13,16.57,71,19.93,27.66,35,85,W,94,39,42,1,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,B,A,11,Subject Content 1 for English,Assessment Area 1 for English,69.83,83.28,76,61.51,49,5.87,4.09,79,37.41,82.98,20,53,W,23,27,88,81,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,B,Z,8,Subject Content 2 for English,Assessment Area 2 for English,34.08,3.11,39,26.74,71,22.6,2.77,72,11.85,56.57,61,93,W,54,42,58,26,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,A,B,21,Subject Content 3 for English,Assessment Area 3 for English,44.32,14.22,33,33.84,49,82.16,65.88,15,73.49,32.77,63,4,W,97,65,22,37,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,C,Z,6,Subject Content 4 for English,Assessment Area 4 for English,12.41,40.93,34,56.44,55,61.44,40.23,67,93.09,80.43,88,44,W,51,70,27,4,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,C,C,12,Subject Content 5 for English,Assessment Area 5 for English,75.29,99.28,71,41.3,96,40,60.33,82,54.01,0.02,23,81,W,5,65,92,55,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,D,A,18,Subject Content 6 for English,Assessment Area 6 for English,43.77,73.86,45,53.32,58,86.09,79.27,49,13.82,28.13,93,42,W,61,36,1,58,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,D,Z,2,Subject Content 7 for English,Assessment Area 7 for English,79.74,70.78,29,67.54,52,17.11,72.1,86,20.14,95.73,67,18,W,41,9,29,54,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,A,A,4,Subject Content 8 for English,Assessment Area 8 for English,77.37,40.74,24,54.2,20,94.29,90.91,45,61.08,49,71,58,W,38,80,39,90,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,B,D,25,Subject Content 9 for English,Assessment Area 9 for English,66.56,63.36,67,42.73,73,54.46,5.09,99,65.87,42.65,9,29,W,11,2,16,10,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,C,B,19,Subject Content 10 for English,Assessment Area 10 for English,53.31,36.16,81,53.01,85,67.83,79.89,62,76.09,14.38,14,30,W,100,5,47,49,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,D,D,9,Subject Content 1 for English,Assessment Area 1 for English,12.07,72,19,26.07,87,34.67,75.72,17,37.03,56.5,48,48,W,64,77,30,65,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,B,C,17,Subject Content 2 for English,Assessment Area 2 for English,2.79,10.04,58,83.91,86,53.21,64.83,98,75.34,59.98,94,58,W,32,58,20,34,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,B,B,24,Subject Content 3 for English,Assessment Area 3 for English,79.46,48.42,80,25.64,97,63.74,42.98,76,66.42,1.32,25,26,W,10,54,14,59,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,C,D,1,Subject Content 4 for English,Assessment Area 4 for English,98.61,54.22,43,41.2,75,19.32,16.26,10,68.65,28.56,63,56,W,83,67,36,80,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,C,A,23,Subject Content 5 for English,Assessment Area 5 for English,50.98,2.87,12,4.04,24,85.36,52.02,88,10.6,52.16,47,98,W,92,1,66,99,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,C,B,22,Subject Content 6 for English,Assessment Area 6 for English,86.94,51.99,31,56.12,93,48.87,28.73,39,52.46,63.3,29,51,W,13,62,64,51,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,D,C,5,Subject Content 7 for English,Assessment Area 7 for English,23.64,96.45,61,62.05,58,99.6,92.76,13,1.58,24.88,11,85,W,95,71,83,96,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,A,Z,7,Subject Content 8 for English,Assessment Area 8 for English,68.9,76.2,17,29.71,99,11.67,42.51,55,86.4,48.94,35,51,W,75,30,10,64,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,D,A,16,Subject Content 9 for English,Assessment Area 9 for English,32.84,66.67,64,4.16,100,52.13,84.27,72,10.03,61.99,92,79,W,77,58,47,43,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,B,B,20,Subject Content 10 for English,Assessment Area 10 for English,91.57,81.95,69,68.81,76,10.41,18.65,64,66.22,13.65,13,82,W,40,39,63,75,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,B,A,14,Subject Content 1 for English,Assessment Area 1 for English,47.43,19.36,13,89.31,84,28.85,86.74,43,20.16,38.92,96,9,W,44,25,45,47,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,C,B,10,Subject Content 2 for English,Assessment Area 2 for English,72.62,51.55,50,14.81,35,20.44,78.19,17,18.98,28.43,49,26,W,46,6,9,59,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,B,B,13,Subject Content 3 for English,Assessment Area 3 for English,11.99,35.92,23,59.48,38,73.1,91.59,34,28.96,92.67,83,42,W,81,19,36,52,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,C,A,3,Subject Content 4 for English,Assessment Area 4 for English,52.45,81.2,14,6.65,73,67.46,21.65,75,31.85,55.23,40,4,W,80,76,23,92,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,5,Class 5,English,C,C,15,Subject Content 5 for English,Assessment Area 5 for English,30.18,50.7,55,83.69,23,1.36,5.64,16,40.99,87.75,4,52,W,100,36,23,95,Credit
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,2,Class 2,History,D,B,2,Subject Content 1 for History,Assessment Area 1 for History,73.9,40,54,65.19,43,49.77,57.41,60,19.86,60.84,90,28,W,46,28,29,43,Credit
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,2,Class 2,History,C,B,22,Subject Content 2 for History,Assessment Area 2 for History,10.06,14.49,21,0.55,15,10.89,95.93,83,88.08,8.07,76,79,W,3,84,99,58,Credit
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,2,Class 2,History,C,C,9,Subject Content 3 for History,Assessment Area 3 for History,60.25,99.96,65,12.24,11,93.52,76.34,40,67.09,53.01,27,62,W,5,77,91,91,Credit
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,2,Class 2,History,A,Z,10,Subject Content 4 for History,Assessment Area 4 for History,3.26,4.29,44,54.28,54,4.07,22.11,99,57.35,55.5,60,80,W,43,83,3,24,Credit
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,2,Class 2,History,B,C,13,Subject Content 5 for History,Assessment Area 5 for History,93.86,10.51,36,47.79,100,74.7,61.81,24,2.61,34.93,46,87,W,73,33,57,1,Credit
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,2,Class 2,History,C,C,17,Subject Content 6 for History,Assessment Area 6 for History,87.73,14.2,33,66.32,12,37.53,19.66,37,12.83,34.24,25,25,W,76,4,100,66,Credit
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,2,Class 2,History,A,D,3,Subject Content 7 for History,Assessment Area 7 for History,10.04,2.63,27,36.58,46,36.02,99.96,10,85.05,65.07,96,38,W,98,89,88,4,Credit
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,2,Class 2,History,A,Z,7,Subject Content 8 for History,Assessment Area 8 for History,25.77,94.74,15,10.89,55,65.73,12.83,48,41.44,38.96,15,40,W,7,78,100,43,Credit
