school_name,year,StudentID,First Name,Last Name,Year Level,Class,Subject,Answers,Correct Answers,Question Number,Subject Contents,Assessment Areas,sydney_correct_count_percentage,sydney_average_score,sydney_participants,student_score,student_total_assessed,student_area_assessed_score,total_area_assessed_score,participant,correct_answer_percentage_per_class,average_score,school_percentile,sydney_percentile,strength_status,high_distinct_count,distinct_count,credit_count,participant_count,award
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,History,C,D,30,Subject Content 6 for History,Assessment Area 6 for History,2.09,18.67,32,62.45,23,22.71,70.47,17,77.03,74.84,79,78,S,59,75,35,41,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,History,D,A,40,Subject Content 7 for History,Assessment Area 7 for History,85.16,4.77,72,89.5,77,80.73,1.25,12,76.39,73.72,2,8,S,23,92,11,39,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,History,D,?,36,Subject Content 8 for History,Assessment Area 8 for History,73.62,39.41,78,35.85,97,34.98,8.77,18,76.25,77.62,88,35,S,28,2,30,20,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,History,C,?,48,Subject Content 9 for History,Assessment Area 9 for History,84.52,77.94,78,28.87,29,67.28,40.42,18,97.37,36.56,35,70,S,75,73,28,47,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,History,B,D,47,Subject Content 10 for History,Assessment Area 10 for History,8.88,44.81,49,46.78,53,96.49,54.91,36,96.66,10.1,79,100,S,43,50,27,45,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,History,D,D,39,Subject Content 1 for History,Assessment Area 1 for History,57,5.92,16,43.25,63,35.74,56.16,83,69.28,7.13,15,69,S,79,96,34,63,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,History,B,A,44,Subject Content 2 for History,Assessment Area 2 for History,92.19,66.4,12,45.17,43,5.08,99.34,75,62.08,71.14,15,35,S,87,87,25,37,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,History,B,B,41,Subject Content 3 for History,Assessment Area 3 for History,91.63,0.04,46,45.77,30,50.69,87.85,70,14.91,75.75,49,72,S,100,89,42,32,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,History,C,B,42,Subject Content 4 for History,Assessment Area 4 for History,54.61,3.7,57,91.12,98,78.91,40.56,10,12.21,12.85,57,98,S,27,39,7,18,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,History,B,?,38,Subject Content 5 for History,Assessment Area 5 for History,53.55,51.04,50,80.45,75,10.59,39.9,66,86.96,8.44,33,55,S,14,65,95,100,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,A,?,35,Subject Content 1 for English,Assessment Area 1 for English,4.69,72.44,98,4.57,30,24.09,28.8,82,87.19,41.3,15,20,S,63,31,64,23,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,A,A,38,Subject Content 2 for English,Assessment Area 2 for English,38.95,92.98,46,74.24,43,47.19,27.49,12,24.11,67.75,1,30,S,51,97,74,16,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,B,B,29,Subject Content 3 for English,Assessment Area 3 for English,0.52,18.13,57,76.28,78,57.78,20,86,43.1,55.82,81,66,S,82,46,15,20,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,B,A,45,Subject Content 4 for English,Assessment Area 4 for English,75.47,2.44,12,69.58,47,13,55.89,88,60.37,47.08,96,42,S,46,76,43,49,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,D,C,31,Subject Content 5 for English,Assessment Area 5 for English,63.31,7.89,92,46.89,13,71.8,33.95,45,48.4,58.73,72,44,S,38,55,95,5,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,D,D,44,Subject Content 6 for English,Assessment Area 6 for English,51.46,83.39,13,88.32,93,99.08,36.16,93,56.64,35.52,55,100,S,9,96,69,26,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,D,B,49,Subject Content 7 for English,Assessment Area 7 for English,0.6,19.62,82,38.19,97,44.94,88.13,41,69.48,26.14,31,99,S,86,39,59,24,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,C,B,36,Subject Content 8 for English,Assessment Area 8 for English,23.22,93.86,12,63.14,28,48.14,5.94,21,75.49,55.06,45,17,S,1,75,24,23,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,C,A,34,Subject Content 9 for English,Assessment Area 9 for English,66.1,93.65,80,15.03,19,44.4,39.05,18,66.93,52.03,65,85,S,22,61,74,80,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,A,A,30,Subject Content 10 for English,Assessment Area 10 for English,26.16,51.27,18,90.55,69,28.91,88.01,22,54.34,56.1,96,15,S,28,45,72,39,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,A,B,39,Subject Content 1 for English,Assessment Area 1 for English,14.94,11.81,63,20.62,21,40.44,64.07,17,4.36,96.8,69,3,S,91,37,96,64,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,D,C,48,Subject Content 2 for English,Assessment Area 2 for English,23.29,42.43,97,63.12,11,0.24,87.51,79,86.96,48.39,71,37,S,3,19,41,80,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,C,?,47,Subject Content 3 for English,Assessment Area 3 for English,57.26,20.9,72,33.28,45,97.75,96.63,98,63.94,24.61,85,49,S,24,75,83,56,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,A,A,26,Subject Content 4 for English,Assessment Area 4 for English,25.34,16.9,51,41.84,38,35.68,24.91,47,42.34,46.86,17,73,S,24,39,28,80,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,D,A,46,Subject Content 5 for English,Assessment Area 5 for English,44.28,93.03,84,6.58,47,51.21,47.69,51,21.33,40.12,24,87,S,71,45,34,1,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,C,?,27,Subject Content 6 for English,Assessment Area 6 for English,15.06,35.89,40,88.91,58,88.77,53.95,98,1.92,47.68,61,33,S,29,3,5,43,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,C,B,37,Subject Content 7 for English,Assessment Area 7 for English,44.67,49.3,58,51.16,29,29.22,64.82,76,36.62,22.71,82,39,S,97,50,95,24,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,D,D,32,Subject Content 8 for English,Assessment Area 8 for English,72.21,38.57,73,2.01,11,0.65,83.38,28,59.41,24.97,52,94,S,24,87,33,30,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,B,A,28,Subject Content 9 for English,Assessment Area 9 for English,14.68,68.87,66,7.13,62,98.32,5.84,14,20.71,19.55,83,72,S,5,76,60,72,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,C,?,41,Subject Content 10 for English,Assessment Area 10 for English,64.29,99.87,34,80.6,74,35.42,57.89,95,33.17,87.2,29,27,S,79,55,24,5,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,C,C,42,Subject Content 1 for English,Assessment Area 1 for English,31.74,72.42,66,0.36,81,68.39,96.96,77,24.01,84.14,54,5,S,98,42,10,56,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,A,B,33,Subject Content 2 for English,Assessment Area 2 for English,36.13,8.69,50,97.65,69,80.58,96.12,40,28.9,27.1,16,34,S,65,8,94,64,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,B,?,40,Subject Content 3 for English,Assessment Area 3 for English,68.5,64.99,85,15.96,57,82.83,11.52,46,17.37,82.92,84,52,S,25,11,84,32,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,B,?,43,Subject Content 4 for English,Assessment Area 4 for English,43.84,31.23,65,31.71,58,97.93,40.87,24,74.14,31.85,50,6,S,75,30,32,87,Credit
"Christ King Catholic School, Bass Hill",2022,2,First Name 2,Last Name 2,10,Class 10,English,C,B,50,Subject Content 5 for English,Assessment Area 5 for English,14.67,38.39,15,92.24,15,85.37,12.11,55,18.28,58.88,35,34,S,24,10,61,96,Credit
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,2,Class 2,History,A,B,31,Subject Content 1 for History,Assessment Area 1 for History,19.21,30.23,13,33.02,59,41.42,64.38,40,40.56,39.08,5,72,S,58,19,73,40,Credit
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,2,Class 2,History,C,?,32,Subject Content 2 for History,Assessment Area 2 for History,19.21,24.94,66,76.39,66,58.33,5.17,46,9.9,35.72,74,43,S,82,93,14,32,Credit
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,2,Class 2,History,B,D,34,Subject Content 3 for History,Assessment Area 3 for History,10.62,50.28,95,45.84,12,65.75,93.48,56,19.07,4.76,46,7,S,50,99,88,59,Credit
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,2,Class 2,History,B,D,36,Subject Content 4 for History,Assessment Area 4 for History,76.95,43.73,67,70.72,16,42.78,37.82,97,83.92,27.12,81,76,S,96,6,66,28,Credit
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,2,Class 2,History,C,B,28,Subject Content 5 for History,Assessment Area 5 for History,59.73,45.79,82,79.62,43,42.84,63.36,40,81.47,2.75,54,19,S,45,93,91,41,Credit
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,2,Class 2,History,C,C,35,Subject Content 6 for History,Assessment Area 6 for History,98.63,19.21,88,66.73,84,38.7,10.59,90,32.28,38.52,10,10,S,18,15,65,35,Credit
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,2,Class 2,History,C,A,43,Subject Content 7 for History,Assessment Area 7 for History,26.43,4.71,47,37.89,63,2.44,83.49,51,19.92,32.94,16,94,S,59,24,35,72,Credit
"Christ King Catholic School, Bass Hill",2022,3,First Name 3,Last Name 3,2,Class 2,History,D,?,38,Subject Content 8 for History,Assessment Area 8 for History,47.78,60.43,64,94.67,42,12.95,7.35,70,50.51,82.87,67,37,S,17,88,7,52,Credit
